date,global_active_power,global_reactive_power,voltage,global_intensity,sub_metering_1,sub_metering_2,sub_metering_3,sub_metering_remainder,RR,NBJRR1,NBJRR5,NBJRR10,NBJBROU
2007-04-03,1642.82,168.76,240.50495833333335,4.84625,3630.0,1042.0,7637.0,15071.333333333332,1.15,1.0,1.0,1.0,0.0625
2007-04-04,2051.868,172.318,240.33178472222224,5.98625,3434.0,420.0,14748.0,15595.800000000003,1.15,1.0,1.0,1.0,0.0625
2007-04-05,1844.078,244.538,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,14848.633333333335,1.15,1.0,1.0,1.0,0.0625
2007-04-06,1601.14,143.214,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,12053.666666666668,1.15,1.0,1.0,1.0,0.0625
2007-04-07,1553.924,138.73,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,15737.733333333334,1.15,1.0,1.0,1.0,0.0625
2007-04-08,1608.816,135.882,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,22783.6,1.15,1.0,1.0,1.0,0.0625
2007-04-09,1000.92,160.10999999999999,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,9700.0,1.15,1.0,1.0,1.0,0.0625
2007-04-10,777.364,148.94,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,9433.066666666668,1.15,1.0,1.0,1.0,0.0625
2007-04-11,887.482,192.446,241.1548263888889,2.61875,0.0,1112.0,6421.0,7258.366666666667,1.15,1.0,1.0,1.0,0.0625
2007-04-12,537.706,147.812,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,6602.766666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-13,551.022,151.64,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,6637.700000000001,1.15,1.0,1.0,1.0,0.0625
2007-04-14,554.268,155.61,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,6651.799999999999,1.15,1.0,1.0,1.0,0.0625
2007-04-15,726.164,171.544,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,8183.733333333334,1.15,1.0,1.0,1.0,0.0625
2007-04-16,952.39,186.074,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,8960.166666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-17,1223.734,218.354,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,12275.566666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-18,998.246,165.224,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,11273.433333333334,1.15,1.0,1.0,1.0,0.0625
2007-04-19,1028.658,149.66,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,9058.3,1.15,1.0,1.0,1.0,0.0625
2007-04-20,822.58,145.64600000000002,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,8781.666666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-21,1673.656,212.658,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,9727.266666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-22,2233.714,267.194,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,19575.566666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-23,1054.566,135.64,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,9663.099999999999,1.15,1.0,1.0,1.0,0.0625
2007-04-24,1032.1,135.264,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,8869.666666666664,1.15,1.0,1.0,1.0,0.0625
2007-04-25,1264.162,164.736,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,10788.366666666665,1.15,1.0,1.0,1.0,0.0625
2007-04-26,1275.466,163.606,234.7872986111111,3.92375,1324.0,1845.0,7163.0,10925.766666666666,1.15,1.0,1.0,1.0,0.0625
2007-04-27,1094.332,161.928,235.21616666666668,3.3125,1772.0,545.0,4756.0,11165.866666666665,1.15,1.0,1.0,1.0,0.0625
2007-04-28,650.5456670247046,262.8418335123523,235.89338099340614,2.010105770378327,0.0,18.0,0.0,10824.427783745077,1.15,1.0,1.0,1.0,0.0625
2007-04-29,493.38096670247046,191.97048335123523,235.28055719656282,1.5105800214822773,0.0,0.0,0.0,8223.01611170784,1.15,1.0,1.0,1.0,0.0625
2007-04-30,647.3593662728249,152.15468313641244,234.80638472669767,1.979314208139396,1214.0,500.0,1131.0,7944.322771213749,1.15,1.0,1.0,1.0,0.0625
2007-05-01,1663.858,181.608,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,14184.966666666667,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-02,1003.486,160.092,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,11473.766666666666,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-03,1090.238,150.942,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,6703.633333333335,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-04,998.128,174.74,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,9848.466666666667,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-05,1563.052,174.102,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,9341.866666666665,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-06,2102.104,182.336,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,20776.066666666666,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-07,1643.664,168.918,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,12080.400000000001,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-08,1789.292,181.612,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,14452.533333333333,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-09,1665.736,183.484,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,9639.266666666666,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-10,707.884,168.314,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,7057.0666666666675,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-11,979.154,132.096,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,8431.233333333334,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-12,1441.566,209.172,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,10296.099999999999,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-13,1634.738,220.67,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,12261.633333333335,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-14,1467.782,298.552,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,13353.033333333333,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-15,904.392,111.182,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,9347.2,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-16,1692.944,135.894,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,11169.733333333334,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-17,1231.816,131.188,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,9756.266666666666,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-18,1631.53,171.258,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,11893.166666666668,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-19,1429.442,167.858,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,11589.033333333333,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-20,1968.328,187.532,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,18041.466666666667,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-21,1120.062,117.28,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,9139.7,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-22,1132.852,128.916,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,9999.866666666665,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-23,1464.936,165.878,234.81249305555554,4.3975,956.0,3792.0,8119.0,11548.599999999999,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-24,1154.388,135.56,235.5460625,3.462083333333333,955.0,4116.0,4746.0,9422.8,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-25,1614.22,174.588,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,11718.666666666668,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-26,1512.248,174.24,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,11449.133333333335,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-27,2153.808,219.894,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,15552.800000000003,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-28,1637.468,151.1,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,12678.133333333335,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-29,1061.34,113.244,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,11450.0,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-30,1609.866,147.058,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,10829.099999999999,8.190000000000001,13.0,7.0,2.0,0.0
2007-05-31,938.55,129.586,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,10678.5,8.190000000000001,13.0,7.0,2.0,0.0
2007-06-01,1045.37,143.345,235.32296527777777,3.1349305555555556,0.0,483.0,7664.0,9275.833333333332,4.9,12.0,4.0,0.0,0.0
2007-06-02,1484.362,166.108,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.0,11885.366666666665,4.9,12.0,4.0,0.0,0.0
2007-06-03,2108.026,182.458,234.762375,6.352916666666667,4985.0,7529.0,8334.0,14285.76666666667,4.9,12.0,4.0,0.0,0.0
2007-06-04,911.618,223.192,234.7480694444444,2.8222222222222224,1585.0,836.0,4533.0,8239.633333333333,4.9,12.0,4.0,0.0,0.0
2007-06-05,1458.892,255.692,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,12355.866666666665,4.9,12.0,4.0,0.0,0.0
2007-06-06,1695.813,231.251,234.62111458333337,5.111736111111111,3330.0,829.0,11679.0,12425.55,4.9,12.0,4.0,0.0,0.0
2007-06-07,985.002,172.334,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,10773.7,4.9,12.0,4.0,0.0,0.0
2007-06-08,2148.046,229.732,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,10181.76666666667,4.9,12.0,4.0,0.0,0.0
2007-06-09,1105.26,233.192,240.697375,3.3024305555555555,852.0,620.0,6920.0,10029.0,4.9,12.0,4.0,0.0,0.0
2007-06-10,1340.812,239.092,240.84428472222223,4.005694444444444,4202.0,1924.0,5983.0,10237.866666666665,4.9,12.0,4.0,0.0,0.0
2007-06-11,794.654,194.63400000000001,240.85674999999998,2.4179166666666667,0.0,487.0,5328.0,7429.233333333334,4.9,12.0,4.0,0.0,0.0
2007-06-12,918.766,216.416,240.2248958333333,2.8586111111111108,1882.0,475.0,3898.0,9057.766666666666,4.9,12.0,4.0,0.0,0.0
2007-06-13,927.272,208.26,240.39760416666667,2.8175,957.0,857.0,5216.0,8424.533333333333,4.9,12.0,4.0,0.0,0.0
2007-06-14,1259.084,231.696,239.84778472222223,3.783333333333333,3322.0,2147.0,7054.0,8461.733333333334,4.9,12.0,4.0,0.0,0.0
2007-06-15,989.604,251.762,240.46438194444445,3.0662499999999997,2269.0,4011.0,4547.0,5666.4000000000015,4.9,12.0,4.0,0.0,0.0
2007-06-16,2017.762,307.558,239.50169444444444,5.975,3289.0,4498.0,11108.0,14734.366666666669,4.9,12.0,4.0,0.0,0.0
